,temperatureAvg,markup,id
1185,0.785202,0,1185
1186,0.553290,0,1186
1187,1.129392,0,1187
1188,-1.364630,0,1188
1189,-0.828745,0,1189
1190,0.272163,0,1190
1191,0.443015,0,1191
1192,0.466010,0,1192
1193,0.883474,0,1193
1194,1.257386,1,1194
1195,1.403269,0,1195
1196,1.306187,0,1196
1197,1.424621,0,1197
1198,1.491814,0,1198
1199,1.546248,0,1199
1200,1.746003,1,1200
1201,0.537943,0,1201
1202,1.798366,1,1202
1203,-0.922369,0,1203
1204,-1.499302,0,1204
1205,0.249068,0,1205
1206,-0.300888,0,1206
1207,-0.287398,0,1207
1208,-0.063354,0,1208
1209,-0.795529,0,1209
1210,-0.300047,0,1210
1211,-1.656346,0,1211
1212,-0.919730,0,1212
1213,0.221053,0,1213
1214,0.609906,0,1214
1215,0.886746,0,1215
1216,-0.346249,0,1216
1217,-0.269974,0,1217
1218,1.811201,1,1218
1219,-0.341813,0,1219
1220,1.465350,0,1220
1221,1.513900,0,1221
1222,1.557935,0,1222
1223,1.550073,0,1223
1224,1.511935,0,1224
1225,1.454947,0,1225
1226,-0.314146,0,1226
1227,0.545444,0,1227
1228,-0.755951,0,1228
1229,-0.453731,0,1229
1230,0.530228,0,1230
1231,0.409531,0,1231
1232,1.197801,1,1232
1233,-0.155433,0,1233
1234,-0.331692,0,1234
1235,-0.403643,0,1235
1236,-1.198462,0,1236
1237,1.473066,0,1237
1238,-0.298065,0,1238
1239,-1.025108,0,1239
1240,-0.924284,0,1240
1241,1.389132,0,1241
1242,1.486572,0,1242
1243,-1.005764,0,1243
1244,0.709368,0,1244
1245,1.933723,1,1245
1246,-0.898171,0,1246
1247,0.989388,0,1247
1248,0.804966,0,1248
1249,1.086482,0,1249
1250,1.556032,0,1250
1251,0.112261,0,1251
1252,-0.947871,0,1252
1253,-0.503712,0,1253
1254,-1.492039,0,1254
1255,0.693136,0,1255
1256,0.989576,0,1256
1257,0.423762,0,1257
1258,-1.236731,0,1258
1259,-1.886098,0,1259
1260,0.956153,0,1260
1261,1.156592,0,1261
1262,0.419270,0,1262
1263,1.051066,0,1263
1264,1.361178,0,1264
1265,1.097918,0,1265
1266,0.928090,0,1266
1267,1.288045,0,1267
1268,-1.200563,0,1268
1269,1.251729,0,1269
1270,1.265014,0,1270
1271,-1.144928,0,1271
1272,1.341647,0,1272
1273,1.527611,0,1273
1274,1.127269,0,1274
1275,0.538807,0,1275
1276,1.306379,0,1276
1277,1.863838,1,1277
1278,0.595619,0,1278
1279,0.735075,0,1279
1280,0.768410,0,1280
1281,1.266574,0,1281
1282,1.665496,0,1282
1283,0.747948,0,1283
1284,1.197338,0,1284
1285,1.545562,0,1285
1286,1.204560,0,1286
1287,-0.754277,0,1287
1288,-0.856145,0,1288
1289,-0.752149,0,1289
1290,-1.065082,0,1290
1291,-1.629694,0,1291
1292,-1.184824,0,1292
1293,-1.428400,0,1293
1294,0.060861,0,1294
1295,-1.693809,0,1295
1296,-0.199538,0,1296
1297,-1.333376,0,1297
1298,1.016798,1,1298
1299,0.334647,0,1299
1300,-0.965153,0,1300
1301,0.528337,0,1301
1302,0.429443,0,1302
1303,0.587854,0,1303
1304,-0.776440,0,1304
1305,0.207686,0,1305
1306,0.307528,0,1306
1307,1.525521,1,1307
1308,-1.987033,0,1308
1309,-1.810998,0,1309
1310,-0.105230,0,1310
1311,0.051040,0,1311
1312,0.277539,0,1312
1313,0.071751,0,1313
1314,-1.203806,0,1314
1315,-1.597687,0,1315
1316,-0.284716,0,1316
1317,0.679017,0,1317
1318,0.927324,0,1318
1319,1.558705,1,1319
1320,-0.327079,0,1320
1321,-0.455010,0,1321
1322,0.051524,0,1322
1323,1.129039,0,1323
1324,-1.089726,0,1324
1325,-0.188270,0,1325
1326,0.063296,0,1326
1327,0.484914,0,1327
1328,0.608191,0,1328
1329,0.793909,0,1329
1330,0.812976,0,1330
1331,0.430181,0,1331
1332,0.382213,0,1332
1333,0.554211,0,1333
1334,0.523018,0,1334
1335,0.401065,0,1335
1336,0.395170,0,1336
1337,0.428593,0,1337
1338,0.599043,0,1338
1339,0.832083,0,1339
1340,0.502022,0,1340
1341,0.415455,0,1341
1342,0.599908,0,1342
1343,0.472076,0,1343
1344,-1.525029,0,1344
1345,0.042442,0,1345
1346,0.660595,0,1346
1347,-0.931967,0,1347
1348,-1.194140,0,1348
1349,0.093589,0,1349
1350,0.589564,0,1350
1351,0.506050,0,1351
1352,0.182618,0,1352
1353,-0.143131,0,1353
1354,0.368729,0,1354
1355,-0.212435,0,1355
1356,0.645136,0,1356
1357,0.694054,0,1357
1358,-0.117503,0,1358
1359,0.869473,0,1359
1360,-1.415417,0,1360
1361,1.321461,1,1361
1362,0.504041,0,1362
1363,1.404566,1,1363
1364,-1.162476,0,1364
1365,-0.226105,0,1365
1366,0.326952,0,1366
1367,-0.300825,0,1367
1368,-1.393830,0,1368
1369,0.500475,0,1369
1370,-0.101224,0,1370
1371,0.395210,0,1371
1372,0.820978,0,1372
1373,-0.701431,0,1373
1374,2.076196,1,1374
1375,2.203704,1,1375
1376,1.814469,0,1376
1377,1.369326,0,1377
1378,1.396541,0,1378
1379,-0.154282,0,1379
1380,-1.096514,0,1380
1381,1.607207,0,1381
1382,-1.185878,0,1382
1383,-0.095449,0,1383
1384,-1.007749,0,1384
1385,0.608332,0,1385
1386,0.172342,0,1386
1387,0.485367,0,1387
1388,0.236756,0,1388
1389,1.061687,0,1389
1390,0.476704,0,1390
1391,-1.450382,0,1391
1392,0.363303,0,1392
1393,0.567537,0,1393
1394,-0.244782,0,1394
1395,0.191691,0,1395
1396,0.565785,0,1396
1397,1.538880,1,1397
1398,0.080386,0,1398
1399,0.154997,0,1399
1400,-0.137935,0,1400
1401,-1.129567,0,1401
1402,-1.315449,0,1402
1403,-1.717072,0,1403
1404,-1.025205,0,1404
1405,-1.026783,0,1405
1406,0.436210,0,1406
1407,-1.245194,0,1407
1408,-1.686507,0,1408
1409,-0.389911,0,1409
1410,-0.941688,0,1410
1411,-1.393832,0,1411
1412,-0.018404,0,1412
1413,-1.465092,0,1413
1414,-0.848571,0,1414
1415,-1.000469,0,1415
1416,-0.362145,0,1416
1417,-1.666614,0,1417
1418,-1.863422,0,1418
1419,-0.128782,0,1419
1420,-1.256435,0,1420
1421,0.067305,0,1421
1422,-0.117447,0,1422
1423,-0.039626,0,1423
1424,-0.986223,0,1424
1425,1.437956,1,1425
1426,1.348767,1,1426
1427,1.870231,1,1427
1428,-1.061334,0,1428
1429,-0.177194,0,1429
1430,-1.377241,0,1430
1431,-0.706242,0,1431
1432,-1.031345,0,1432
1433,-0.038461,0,1433
1434,-1.790510,0,1434
1435,-2.042307,0,1435
1436,-1.372738,0,1436
1437,-0.367476,0,1437
1438,0.380604,0,1438
1439,-0.088256,0,1439
1440,-0.211892,0,1440
1441,-0.405677,0,1441
1442,0.048529,0,1442
1443,-1.235848,0,1443
1444,-1.545992,0,1444
1445,-1.243491,0,1445
1446,-0.912402,0,1446
1447,-0.546024,0,1447
1448,0.300076,0,1448
1449,-0.522128,0,1449
1450,-0.759515,0,1450
1451,-0.370085,0,1451
1452,-0.695655,0,1452
1453,0.020647,0,1453
1454,1.332105,1,1454
1455,0.475694,0,1455
